,DT,DT_NAME,UNDERTAKING,BUSINESS_UNIT,FEEDER_NO,FEEDER_NAME
8626,1000208663,11-IjuINJ-T2-Ishaga-OMONIYI,IJU,ABULE-EGBA,1064890,ISHAGA
2483,1001233411,11-YidiINJ-T1-Ijoko-ORELOPE,ADIYAN,ABULE-EGBA,1069304,IJOKO
2739,1000615902,11-BeckleyINJ-T1-Agbe road-TAIWO AJALA HVDS 1,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
3763,1000281441,11-AgegeINJ-T1-Oko Oba-SHOLA MARTINS HVDS 21,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
4019,1000280294,11-BeckleyINJ-T1-Agbe road-TAIWO AJALA HVDS 3,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
4275,1000274381,11-BeckleyINJ-T1-Agbe road-AROWOLO HVDS 16,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
4787,1000267012,11-BeckleyINJ-T1-Agbe road-ILE OGBO HVDS 3,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
6323,1000256311,11-Abule IrokoINJ-T1-Books-FAGBENRO,IJAIYE,ABULE-EGBA,1069238,BOOKS
6835,1000249208,11-BeckleyINJ-T1-Agbe road-SANNI BALOGUN HVDS 11,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
8883,1000202825,11-YusufINJ-T1-Akera-IGBEKELE OLUWA,IJAIYE,ABULE-EGBA,1070455,AKERA
2484,1001233406,11-YidiINJ-T1-Ijoko-ALAFIA 1,ADIYAN,ABULE-EGBA,1069304,IJOKO
3764,1000281834,11-AgegeINJ-T1-Iju Road-100 IJU ROAD HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
4020,1000280732,11-AgegeINJ-T1-Oko Oba-OLAYIWOLA HVDS 7,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
4276,1000274789,11-BeckleyINJ-T1-Agbe road-AROWOLO HVDS 18,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
4788,1000267010,11-BeckleyINJ-T1-Agbe road-ILE OGBO HVDS 2,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
6324,1000256308,11-Abule IrokoINJ-T1-Books-ABIMBOLA,IJAIYE,ABULE-EGBA,1069238,BOOKS
8884,1000203074,11-YusufINJ-T1-Akera-TEBUN FAGBAMI,IJAIYE,ABULE-EGBA,1070455,AKERA
2485,1001233902,11-YidiINJ-T1-Ijoko-ISOKAN NTABO,ADIYAN,ABULE-EGBA,1069304,IJOKO
4021,1000280727,11-AgegeINJ-T1-Oko Oba-OLAYIWOLA HVDS 5,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
4277,1000274412,11-AgegeINJ-T1-Oko Oba-MOSES EMEYA HVDS 3,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
4789,1000267466,11-BeckleyINJ-T1-Agbe road-SANTOS HVDS 5,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
6325,1000256305,11-LambeINJ-T1-Olambe-OLUWOLE,LAMBE,ABULE-EGBA,1092354,OLAMBE FEEDER
8885,1000202231,11-YusufINJ-T2-Agbefa-ONIYAOMEBI 1,IJAIYE,ABULE-EGBA,1073986,AGBEFA
3766,1000281827,11-AgegeINJ-T1-Oko Oba-MULIKAT MUMUNI HVDS 1,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
4022,1000280725,11-BeckleyINJ-T1-Agbe road-TAIWO AJALA HVDS 2,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
4278,1000274407,11-AgegeINJ-T1-Oko Oba-MOSES EMEYA HVDS 2,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
4790,1000267005,11-BeckleyINJ-T1-Agbe road-SANTOS HVDS 2,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
6326,1000256302,11-LambeINJ-T1-Olambe-OLAMBE,LAMBE,ABULE-EGBA,1092354,OLAMBE FEEDER
6838,1000248455,11-BeckleyINJ-T1-Agbe road-SANNI BALOGUN HVDS 12,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
4023,1000280723,11-AgegeINJ-T1-Oko Oba-OLAYIWOLA HVDS 6,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
4279,1000274404,11-AgegeINJ-T1-Oko Oba-MOSES EMEYA HVDS 4,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
4791,1000267003,11-BeckleyINJ-T1-Agbe road-SANTOS HVDS 4,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
6327,1000256299,11-LambeINJ-T1-Olambe-PURPOSEFUL,LAMBE,ABULE-EGBA,1092354,OLAMBE FEEDER
6839,1000248640,11-IjuINJ-T1-Galilee-GALILEE,IJU,ABULE-EGBA,1066350,GALILEE
8887,1000202769,11-YusufINJ-T2-Yusuf-ABATAN,IJAIYE,ABULE-EGBA,1070451,YUSUF
3256,1000284899,11-Abule IrokoINJ-T1-Alakuko-IDOWU AKERA,IJAIYE,ABULE-EGBA,1069230,ALAKUKO
3768,1000281419,11-AgegeINJ-T1-Oko Oba-ISBATU ONITOLO HVDS 2,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
4280,1000274401,11-AgegeINJ-T1-Oko Oba-MOSES EMEYA HVDS 1,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
4536,1000270936,AJENISHE,ABULE-EGBA,ABULE-EGBA,1064886,AJUWON 
4792,1000267001,11-BeckleyINJ-T1-Agbe road-SOCIAL CLUB HVDS 2,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
6328,1000256296,11-LambeINJ-T1-Olambe-ADEOLU ADEOSUN,LAMBE,ABULE-EGBA,1092354,OLAMBE FEEDER
6840,1000248636,KAYODE,ABULE-EGBA,ABULE-EGBA,1064886,AJUWON 
3257,1000284360,11-Abule IrokoINJ-T1-Alakuko-OLAOLUWA,IJAIYE,ABULE-EGBA,1069230,ALAKUKO
3769,1000281415,11-AgegeINJ-T1-Iju Road-AFRICANUS WILLIAMS CRESCENT (2) HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
4025,1000280715,11-AgegeINJ-T1-Oko Oba-OLAYIWOLA HVDS 3,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
4281,1000274398,11-AgegeINJ-T1-Oko Oba-OSEYEMI EGBE HVDS 1,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
4793,1000266998,11-BeckleyINJ-T1-Agbe road-SANTOS HVDS 3,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
5049,1000263985,11-Akute INJ-T1-Oyeyemi-IJOKO,AKUTE,ABULE-EGBA,1091349,OYEYEMI
6329,1000256293,11-LambeINJ-T1-Olambe-OKOH,LAMBE,ABULE-EGBA,1092354,OLAMBE FEEDER
6841,1000248420,OGUNDIMU DT,ABULE-EGBA,ABULE-EGBA,1066350,GALILEE
8889,1000202763,11-YusufINJ-T2-Yusuf-AGBADO AYETORO 4,IJAIYE,ABULE-EGBA,1070451,YUSUF
3258,1000284893,11-Abule IrokoINJ-T1-Alakuko-RCCG GETHSEMANE,IJAIYE,ABULE-EGBA,1069230,ALAKUKO
3770,1000281413,11-AgegeINJ-T1-Oko Oba-OLAYIWOLA HVDS 11,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
4026,1000280712,11-BeckleyINJ-T1-Agbe road-MUSBAU ASAFA HVDS 2,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
4282,1000274818,11-AgegeINJ-T1-Oko Oba-OWODE HVDS 2,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
4794,1000267460,11-BeckleyINJ-T1-Agbe road-WAMON TAOFEEK HVDS 1,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
8122,1000230359,11-Ijaiye OjokoroINJ-T2-Agbado 2-AJOKE OSHO HVDS 3,FAGBA,ABULE-EGBA,1070432,AGBADO II
1979,1001596189,11-BeckleyINJ-T1-Agbe road-ILE OGBO HVDS 9,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
3259,1000284891,11-Abule IrokoINJ-T1-Books-AGBO OMIYALE,IJAIYE,ABULE-EGBA,1069238,BOOKS
3771,1000281813,11-AgegeINJ-T1-Iju Road-16 ALAFIA  HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
4027,1000280344,11-AgegeINJ-T1-Oko Oba-OGUNSETAN HVDS 3,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
4283,1000274807,11-AgegeINJ-T1-Oko Oba-SANNI LABODE HVDS 2,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
4795,1000266990,11-BeckleyINJ-T1-Agbe road-WAMON TAOFEEK HVDS 4,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
8635,1000208395,11-IjuINJ-T2-Ishaga-ONIGBANJO 2,IJU,ABULE-EGBA,1064890,ISHAGA
3260,1000284889,11-Abule IrokoINJ-T1-Books-OLUGA,IJAIYE,ABULE-EGBA,1069238,BOOKS
3772,1000281408,11-AgegeINJ-T1-Iju Road-6 NELSON COLE HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
4028,1000280775,11-AgegeINJ-T1-Oko Oba-OGUNSETAN HVDS 2,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
4284,1000274804,11-AgegeINJ-T1-Oko Oba-SANNI LABODE HVDS 1,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
4796,1000267035,11-BeckleyINJ-T1-Agbe road-HASSAN MAKINDE HVDS 3,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
6844,1000247981,11-BeckleyINJ-T1-Agbe road-SANNI BALOGUN HVDS 13,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
7100,1000245835,11-BeckleyINJ-T1-Beckley-ABRAHAM AFOLABI,FAGBA,ABULE-EGBA,1069272,BECKLEY
8636,1000208393,11-IjuINJ-T2-Ishaga-OSENI 1,IJU,ABULE-EGBA,1064890,ISHAGA
3261,1000284678,11-Abule IrokoINJ-T1-Books-POWERLINE,IJAIYE,ABULE-EGBA,1069238,BOOKS
3773,1000281403,11-AgegeINJ-T1-Oko Oba-OLAYIWOLA HVDS 10,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
4285,1000274802,11-BeckleyINJ-T1-Agbe road-AROWOLO HVDS 2,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
4797,1000267474,11-BeckleyINJ-T1-Agbe road-AGBE ROAD HVDS 1,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
5053,1000264379,11-LambeINJ-T1-Jolasco-SALVATION,LAMBE,ABULE-EGBA,1092358,JOLASCO FEEDER
6845,1000248085,11-BeckleyINJ-T1-Agbe road-SANNI BALOGUN HVDS 4,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
4030,1000280767,11-AgegeINJ-T1-Oko Oba-OGUNSETAN HVDS 1,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
4286,1000274800,11-BeckleyINJ-T1-Agbe road-AROWOLO HVDS 3,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
4798,1000267023,11-BeckleyINJ-T1-Agbe road-SHODEHINDE HVDS 1,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
5054,1000263940,11-LambeINJ-T1-Jolasco-ODUBALE,LAMBE,ABULE-EGBA,1092358,JOLASCO FEEDER
8126,1000230361,11-Ijaiye OjokoroINJ-T2-Agbado 2-AKANBI ADENIRAN HVDS 1,FAGBA,ABULE-EGBA,1070432,AGBADO II
8638,1000208389,11-IjuINJ-T2-Ishaga-OSENI 2,IJU,ABULE-EGBA,1064890,ISHAGA
3775,1000281801,11-AgegeINJ-T1-Iju Road-7 OREDUNNI STR HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
4287,1000274798,11-BeckleyINJ-T1-Agbe road-AROWOLO HVDS 4,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
4799,1000267020,11-BeckleyINJ-T1-Agbe road-ILE OGBO HVDS 6,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
4288,1000274383,11-BeckleyINJ-T1-Agbe road-AROWOLO HVDS 13,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
4800,1000267007,2B ILEOGBO ,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
6336,1000256273,11-Akute INJ-T1-Oyeyemi-DESMOND,AKUTE,ABULE-EGBA,1091349,OYEYEMI
8640,1000208385,11-IjuINJ-T2-Ishaga-STATION,IJU,ABULE-EGBA,1064890,ISHAGA
3777,1000281799,11-AgegeINJ-T1-Iju Road-12 OREDUNNI STR  HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
4033,1000280331,11-AgegeINJ-T1-Iju Road-6 ALHAJA RONKE STR  HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
4289,1000274786,11-BeckleyINJ-T1-Agbe road-ADEPEGBA HVDS 1,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
4801,1000267457,11-BeckleyINJ-T1-Agbe road-WAMON TAOFEEK HVDS 2,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
7361,1000244678,unity,AKUTE,ABULE-EGBA,1064886,AJUWON 
8897,1000202198,11-YusufINJ-T2-Yusuf-BELLA,IJAIYE,ABULE-EGBA,1070451,YUSUF
4290,1000274784,11-BeckleyINJ-T1-Agbe road-ADEPEGBA HVDS 2,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
4802,1000267454,10 B WAMON TAOFEEK,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
6338,1000256881,11-IjuINJ-T1-Asore-SURULERE,AKUTE,ABULE-EGBA,1082349,ASORE
7362,1000244675,11-IjuINJ-T1-Ajuwon-ONI,AKUTE,ABULE-EGBA,1064886,AJUWON 
2499,1001232922,11-LambeINJ-T1-Jolasco-KOLA ROSIJI,LAMBE,ABULE-EGBA,1092358,JOLASCO FEEDER
2755,1000546629,11-Abule IrokoINJ-T1-Abule Iroko-HARMONY,IJAIYE,ABULE-EGBA,1069234,ABULE IROKO
4035,1000280323,11-AgegeINJ-T1-Oko Oba-SUNNY CLOSE HVDS 3,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
4291,1000274226,11-BeckleyINJ-T1-Agbe road-AROWOLO HVDS 15,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
4803,1000267451,11-BeckleyINJ-T1-Agbe road-SANTOS HVDS 1,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
6339,1000256878,11-IjuINJ-T1-Asore-OLUBOBOKUN,AKUTE,ABULE-EGBA,1082349,ASORE
8643,1000208350,11-IjuINJ-T2-Ishaga-TEMPLE,FAGBA,ABULE-EGBA,1064890,ISHAGA
8899,1000202194,11-YusufINJ-T2-Yusuf-IFEDAPO,IJAIYE,ABULE-EGBA,1070451,YUSUF
2500,1001232919,11-LambeINJ-T1-Jolasco-OLAJUMOKE,LAMBE,ABULE-EGBA,1092358,JOLASCO FEEDER
2756,1000546638,11-YidiINJ-T1-Ijoko-David camp 3,ADIYAN,ABULE-EGBA,1069304,IJOKO
3780,1000281794,11-AgegeINJ-T1-Iju Road-22 OREDUNNI  HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
4036,1000280755,11-AgegeINJ-T1-Oko Oba-CHARITY ROAD HVDS 7,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
4292,1000274722,11-AgegeINJ-T1-Oko Oba-MOSAKU HVDS 1,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
4804,1000266995,11-BeckleyINJ-T1-Agbe road-WAMON TAOFEEK HVDS 8,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
8644,1000208638,11-IjuINJ-T2-Ishaga-VICTOR ODUNAYA,IJU,ABULE-EGBA,1064890,ISHAGA
2757,1000546635,11-Abule IrokoINJ-T1-Abule Iroko-ITOKI 2,IJAIYE,ABULE-EGBA,1069234,ABULE IROKO
3781,1000281387,11-AgegeINJ-T1-Iju Road-2 ONI CRESCENT HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
4037,1000280751,11-AgegeINJ-T1-Oko Oba-SUNNY CLOSE HVDS 1,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
4805,1000266992,11-BeckleyINJ-T1-Agbe road-WAMON TAOFEEK HVDS 7,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
2758,1000546907,11-Abule IrokoINJ-T1-Abule Iroko-ONOVOANI,IJAIYE,ABULE-EGBA,1069234,ABULE IROKO
4038,1000280748,11-AgegeINJ-T1-Oko Oba-CHARITY ROAD HVDS 4,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
4294,1000274224,11-BeckleyINJ-T1-Agbe road-AROWOLO HVDS 17,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
4806,1000267448,11-BeckleyINJ-T1-Agbe road-WAMON TAOFEEK HVDS 6,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
8134,1000231161,11-IjuINJ-T1-Galilee-CAJE,IJU,ABULE-EGBA,1066350,GALILEE
2759,1000546627,11-Abule IrokoINJ-T1-Abule Iroko-ORIJA,IJAIYE,ABULE-EGBA,1069234,ABULE IROKO
3783,1000281383,11-AgegeINJ-T1-Iju Road-5 ONI CRESCENT HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
4039,1000280745,11-AgegeINJ-T1-Oko Oba-OLORUNNISHOLA HVDS 1,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
4295,1000274222,11-BeckleyINJ-T1-Agbe road-ADEPEGBA HVDS 3,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
2760,1000546624,11-Abule IrokoINJ-T1-Alakuko-ADFARM 1,IJAIYE,ABULE-EGBA,1069230,ALAKUKO
4040,1000280308,11-AgegeINJ-T1-Oko Oba-CHARITY ROAD HVDS 3,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
8648,1000207540,11-IjuINJ-T2-Ishaga-WAB,IJU,ABULE-EGBA,1064890,ISHAGA
2761,1000546902,11-Abule IrokoINJ-T1-Alakuko-ADFARM 2,IJAIYE,ABULE-EGBA,1069230,ALAKUKO
4041,1000280306,11-BeckleyINJ-T1-Agbe road-KARONWI HVDS 7,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
5065,1000264289,11-Akute INJ-T1-Oyeyemi-OYEYEMI,AKUTE,ABULE-EGBA,1091349,OYEYEMI
6089,1000258068,11-BeckleyINJ-T1-Agbe road-DAVIDS KOLAWOLE HVDS 7,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
8649,1000207538,11-LambeINJ-T1-Jolasco-IGBEYINADUN,AKUTE,ABULE-EGBA,1092358,JOLASCO FEEDER
8905,1000202182,11-YusufINJ-T2-Yusuf-KOLLINGTON,IJAIYE,ABULE-EGBA,1070451,YUSUF
3786,1000281777,11-AgegeINJ-T1-Iju Road-4 AINA STR HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
4042,1000280304,11-AgegeINJ-T1-Oko Oba-CHARITY ROAD HVDS 2,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
3787,1000281366,11-AgegeINJ-T1-Iju Road-9 AINA STR HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
4043,1000280302,11-AgegeINJ-T1-Oko Oba-CHARITY ROAD HVDS 1,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
3788,1000281357,11-AgegeINJ-T1-Iju Road-19 AINA STR HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
4045,1000280284,11-AgegeINJ-T1-Oko Oba-OLAYIWOLA HVDS 4,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
7885,1000235684,11-Ijaiye OjokoroINJ-T1-Jankara-BABATUNDE KAJOLA STREET HVDS 1,FAGBA,ABULE-EGBA,1070428,JANKARA
3534,1000282691,11-AgegeINJ-T1-Iju Road-173/175 IJU ROAD HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
4046,1000280282,11-BeckleyINJ-T1-Agbe road-MUSBAU ASAFA HVDS 3,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
5070,1000263469,11-BeckleyINJ-T1-Agbe road- ABEOKUTA EXP HVDS 3,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
8654,1000207568,11-LambeINJ-T1-Jolasco-MERCY AVENUE,AKUTE,ABULE-EGBA,1092358,JOLASCO FEEDER
8910,1000202219,11-YusufINJ-T2-Yusuf-YUSUFCOMPOUND,IJAIYE,ABULE-EGBA,1070451,YUSUF
2511,1001232416,11-AgegeINJ-T1-Iju Road-ALAMUTU,IJU,ABULE-EGBA,1070846,IJU ROAD
3791,1000281746,11-AgegeINJ-T1-Oko Oba-OLUFEMI OLULADE HVDS 1,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
8911,1000202771,33-OgbaTCN-ABEOKUTA EXP.-ADEOGUN,IJAIYE,ABULE-EGBA,1079055,OGBA-ABEOKUTA EXP
2512,1001232414,11-AgegeINJ-T1-Iju Road-ORELOPE,IJU,ABULE-EGBA,1070846,IJU ROAD
3792,1000281729,11-AgegeINJ-T1-Iju Road-9 GBADE ADELEKE CL HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
4048,1000280709,11-AgegeINJ-T1-Oko Oba-OLAYIWOLA HVDS 2,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
8656,1000207566,11-LambeINJ-T1-Jolasco-NEPASCOOP 2,LAMBE,ABULE-EGBA,1092358,JOLASCO FEEDER
4817,1000266952,11-BeckleyINJ-T1-Agbe road-WAMON TAOFEEK HVDS 9,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
6097,1000257419,11-YidiINJ-T1-Ijoko-DAVID CAMP 1,ADIYAN,ABULE-EGBA,1069304,IJOKO
8145,1000230673,11-Ijaiye OjokoroINJ-T2-Agbado 2-AKANBI ADENIRAN HVDS 2,FAGBA,ABULE-EGBA,1070432,AGBADO II
8657,1000207564,11-LambeINJ-T1-Jolasco-PROGRESSIVE,AKUTE,ABULE-EGBA,1092358,JOLASCO FEEDER
3794,1000281725,11-BeckleyINJ-T1-Agbe road-ADEWUNMI ADU HVDS 2,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
4050,1000280705,11-BeckleyINJ-T1-Agbe road-KARONWI HVDS 6,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
4818,1000266949,11-BeckleyINJ-T1-Agbe road-WAMON TAOFEEK HVDS 10,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
5586,1000260172,11-BeckleyINJ-T1-Agbe road-BABAKUNBI DAUDU HVDS 1,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
8658,1000207562,11-LambeINJ-T1-Olambe-ABIOLA,LAMBE,ABULE-EGBA,1092354,OLAMBE FEEDER
4819,1000266946,11-BeckleyINJ-T1-Agbe road-WAMON TAOFEEK HVDS 12,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
6099,1000257416,11-YidiINJ-T1-Ijoko-AARE 3,ADIYAN,ABULE-EGBA,1069304,IJOKO
4052,1000280701,11-BeckleyINJ-T1-Agbe road-ANIFOWOSE HVDS 2,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
6100,1000257414,11-YidiINJ-T1-Ijoko-AARE 2,ADIYAN,ABULE-EGBA,1069304,IJOKO
4053,1000280265,11-AgegeINJ-T1-Oko Oba-OLAYIWOLA HVDS 1,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
8661,1000207558,11-LambeINJ-T1-Olambe-AKINBO,LAMBE,ABULE-EGBA,1092354,OLAMBE FEEDER
8917,1000202749,33-OgbaTCN-ABEOKUTA EXP.-AHAMADIYA,FAGBA,ABULE-EGBA,1079055,OGBA-ABEOKUTA EXP
3798,1000281337,11-BeckleyINJ-T1-Agbe road-JIM ADEOSUN HVDS 1,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
4054,1000280263,11-BeckleyINJ-T1-Agbe road-ANIFOWOSE HVDS 1,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
4310,1000274650,OGO-OLUWA ,ABULE-EGBA,ABULE-EGBA,1064886,AJUWON 
6102,1000257394,11-YidiINJ-T1-Ijoko-UNITY,ADIYAN,ABULE-EGBA,1069304,IJOKO
8662,1000207556,11-LambeINJ-T1-Olambe-CANNAN CITY,LAMBE,ABULE-EGBA,1092354,OLAMBE FEEDER
2519,1001231952,11-Akute INJ-T1-Ishashi-FALEYE,AKUTE,ABULE-EGBA,1081953,ISHASHI
4823,1000266944,11-BeckleyINJ-T1-Agbe road-ALHAJA RAMOTA  HVDS 2,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
6103,1000257391,11-IjuINJ-T2-Ishaga-OLISA,FAGBA,ABULE-EGBA,1064890,ISHAGA
2520,1001231950,11-Akute INJ-T1-Ishashi-OLASEPE,AKUTE,ABULE-EGBA,1081953,ISHASHI
4824,1000267438,11-BeckleyINJ-T1-Agbe road-WAMON TAOFEEK HVDS 11,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
6616,1000255083,11-LambeINJ-T1-Olambe-GASLINE,LAMBE,ABULE-EGBA,1092354,OLAMBE FEEDER
2521,1001231948,11-Ijaiye OjokoroINJ-T1-Jankara-AKINTONDE,FAGBA,ABULE-EGBA,1070428,JANKARA
4825,1000267373,11-Akute INJ-T1-Ishashi-ORIYANRIN,AKUTE,ABULE-EGBA,1081953,ISHASHI
6105,1000257386,11-IjuINJ-T2-Ishaga-OSAGIE,FAGBA,ABULE-EGBA,1064890,ISHAGA
6617,1000255189,11-IjuINJ-T2-Agbado 1-AROLAMBO,LAMBE,ABULE-EGBA,1081359,AGBADO I
2522,1001231946,11-Ijaiye OjokoroINJ-T1-Jankara-OBAMAN,FAGBA,ABULE-EGBA,1070428,JANKARA
6106,1000257343,11-IjuINJ-T2-Ishaga-LADETOUN,FAGBA,ABULE-EGBA,1064890,ISHAGA
2523,1001232906,11-Ijaiye OjokoroINJ-T2-Agbado 2-AJOKE OSHO(FUNSHO OWOYEMI),FAGBA,ABULE-EGBA,1070432,AGBADO II
4827,1000266637,11-Akute INJ-T1-Ishashi-VICTORY,AKUTE,ABULE-EGBA,1081953,ISHASHI
6619,1000255069,11-LambeINJ-T1-Olambe-IJISESAN,LAMBE,ABULE-EGBA,1092354,OLAMBE FEEDER
3804,1000281311,11-AgegeINJ-T1-Oko Oba-SHOLA OLAGUNJU HVDS 3,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
4572,1000270237,11-AgegeINJ-T1-Oko Oba-WILSON AGHEDO HVDS 1,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
6620,1000255187,11-BeckleyINJ-T1-Beckley-LUKMON,FAGBA,ABULE-EGBA,1069272,BECKLEY
8668,1000205063,11-LambeINJ-T1-Olambe-KAMBALA,LAMBE,ABULE-EGBA,1092354,OLAMBE FEEDER
4317,1000274616,3A KARONWI,FAGBA,ABULE-EGBA,1070850,AGEGE-OKO OBA
4829,1000265958,11-BeckleyINJ-T1-Agbe road-ALHAJA RAMOTA  HVDS 5,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
4062,1000280270,11-AgegeINJ-T1-Iju Road-22 ONIKOYI SAVAGE  HVDS,IJU,ABULE-EGBA,1070846,IJU ROAD
4318,1000274612,11-BeckleyINJ-T1-Agbe road-KARONWI HVDS 3,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
4830,1000266523,11-BeckleyINJ-T1-Agbe road-ALHAJA RAMOTA  HVDS 4,FAGBA,ABULE-EGBA,1105849,AGBE ROAD
8670,1000205014,11-LambeINJ-T1-Olambe-OKANLAWON,LAMBE,ABULE-EGBA,1092354,OLAMBE FEEDER
